return_id,order_id,return_date,return_reason,refund_amount
R30557,O117596,2025-06-03,Damaged,6.44
R30558,O120048,2025-06-13,Wrong Item,297.86
R30559,O111800,2025-03-04,Late Delivery,151.01
R30560,O103887,2025-01-25,Not As Described,215.73
R30561,O110092,2025-03-15,Not As Described,271.01
R30562,O100567,2025-04-10,Changed Mind,282.91
R30563,O114584,2025-05-29,Not As Described,25.96
R30564,O115858,2025-03-25,Wrong Item,63.62
R30565,O101530,2025-02-25,Late Delivery,255.33
R30566,O108489,2025-03-15,Late Delivery,24.72
R30568,O102570,2025-04-19,Damaged,82.06
R30569,O100947,2025-04-17,Size Issue,306.2
R30570,O110494,2025-03-05,Wrong Item,100.5
R30571,O114879,2025-01-29,Changed Mind,278.5
R30572,O112638,2025-01-26,Damaged,199.97
R30573,O111915,2025-03-06,Damaged,269.02
R30574,O117465,2025-05-26,Damaged,182.07
R30575,O119686,2025-05-28,Changed Mind,84.71
R30576,O120772,2025-04-12,Damaged,320.04
R30577,O112188,2025-01-20,Changed Mind,342.99
R30578,O109273,2025-03-01,Damaged,42.5
R30579,O105456,2025-03-24,Damaged,18.46
R30580,O118343,2025-02-23,Not As Described,38.42
R30581,O109110,2025-02-25,Changed Mind,276.09
R30582,O116864,2025-04-22,Damaged,141.72
R30583,O100806,2025-02-17,Late Delivery,184.2
R30584,O105507,2025-06-28,Changed Mind,51.64
R30585,O106368,2025-02-11,Wrong Item,272.71
R30586,O117670,2025-01-16,Size Issue,79.7
R30587,O102952,2025-03-12,Changed Mind,242.51
R30588,O101672,2025-02-26,Late Delivery,8.56
R30589,O104356,2025-03-28,Changed Mind,323.47
R30590,O120236,2025-05-05,Changed Mind,121.97
R30591,O103991,2025-03-23,Damaged,290.93
R30592,O102784,2025-02-23,Size Issue,25.75
R30593,O120871,2025-03-16,Late Delivery,287.8
R30594,O121246,2025-04-22,Wrong Item,118.74
R30595,O102257,2025-03-02,Size Issue,100.27
R30596,O116223,2025-06-24,Late Delivery,194.76
R30597,O120061,2025-02-04,Size Issue,40.78
R30598,O106883,2025-01-12,Size Issue,66.76
R30599,O102564,2025-03-26,Damaged,344.17
R30600,O111494,2025-03-08,Changed Mind,183.58
R30601,O110748,2025-06-26,Damaged,330.24
R30602,O106044,2025-05-03,Late Delivery,157.7
R30603,O103837,2025-06-05,Not As Described,7.76
R30604,O120129,2025-04-24,Not As Described,258.52
R30605,O107740,2025-05-17,Wrong Item,117.82
R30606,O111388,2025-07-04,Wrong Item,304.1
R30607,O101709,2025-06-29,Size Issue,332.32
R30608,O100868,2025-06-25,Changed Mind,346.1
R30609,O108773,2025-04-19,Damaged,203.03
R30610,O115861,2025-05-26,Wrong Item,298.47
R30611,O100090,2025-01-15,Damaged,126.6
R30612,O121409,2025-01-16,Wrong Item,185.13
R30613,O106305,2025-05-29,Wrong Item,233.71
R30614,O103184,2025-06-23,Size Issue,331.76
R30615,O116806,2025-03-29,Damaged,335.23
R30616,O113082,2025-02-13,Damaged,177.56
R30617,O106231,2025-06-02,Size Issue,252.79
R30618,O111822,2025-03-20,Not As Described,224.48
R30619,O120061,2025-04-15,Not As Described,55.74
R30620,O110566,2025-06-06,Wrong Item,20.67
R30621,O118602,2025-01-20,Size Issue,76.83
R30622,O101141,2025-02-16,Changed Mind,94.88
R30623,O117337,2025-06-24,Damaged,181.53
R30624,O118602,2025-01-30,Damaged,30.99
R30625,O101764,2025-06-22,Damaged,234.2
R30626,O103922,2025-06-26,Wrong Item,125.47
R30627,O100017,2025-05-12,Changed Mind,318.43
R30628,O103245,2025-04-30,Size Issue,82.56
R30629,O110267,2025-03-22,Damaged,116.65
R30630,O101683,2025-01-24,Size Issue,172.13
R30631,O103469,2025-05-07,Wrong Item,292.82
R30632,O107553,2025-03-16,Damaged,274.71
R30633,O109399,2025-02-25,Size Issue,299.74
R30634,O110142,2025-01-17,Wrong Item,214.81
R30635,O107698,2025-03-26,Changed Mind,74.32
R30636,O121375,2025-03-02,Changed Mind,244.49
R30637,O120648,2025-03-30,Wrong Item,167.02
R30638,O104108,2025-01-22,Late Delivery,302.98
R30639,O105879,2025-02-16,Damaged,232.35
R30640,O111324,2025-03-07,Not As Described,108.97
R30641,O113530,2025-05-25,Size Issue,328.83
R30642,O113252,2025-04-11,Damaged,286.51
R30643,O116843,2025-01-20,Size Issue,33.28
R30644,O116450,2025-02-18,Damaged,64.85
R30645,O116667,2025-02-18,Not As Described,142.09
R30646,O108496,2025-05-31,Damaged,318.4
R30647,O104627,2025-06-13,Wrong Item,321.12
R30648,O115527,2025-03-20,Late Delivery,301.64
R30649,O111185,2025-04-26,Not As Described,216.61
R30650,O105125,2025-04-18,Not As Described,193.77
R30651,O117846,2025-04-04,Wrong Item,54.11
R30652,O113465,2025-02-23,Changed Mind,334.94
R30653,O106482,2025-05-02,Not As Described,176.08
R30654,O107106,2025-04-04,Changed Mind,256.92
R30655,O120534,2025-02-17,Wrong Item,7.03
R30656,O110225,2025-02-27,Not As Described,98.03
R30657,O120154,2025-02-28,Late Delivery,324.03
R30658,O114751,2025-02-11,Not As Described,249.7
R30659,O100348,2025-05-21,Late Delivery,51.41
R30660,O115640,2025-02-16,Wrong Item,329.3
R30661,O106347,2025-06-16,Damaged,266.18
R30662,O118463,2025-03-08,Not As Described,87.72
R30663,O119239,2025-01-10,Wrong Item,292.23
R30664,O120586,2025-02-11,Not As Described,48.05
R30665,O120639,2025-01-12,Size Issue,144.76
R30666,O113090,2025-02-11,Changed Mind,86.89
R30667,O121228,2025-04-02,Size Issue,81.41
R30668,O119733,2025-04-20,Damaged,341.24
R30669,O106225,2025-06-03,Changed Mind,163.75
R30670,O103774,2025-02-04,Changed Mind,235.21
R30671,O102630,2025-03-04,Damaged,278.24
R30672,O114785,2025-03-01,Wrong Item,118.96
R30673,O121672,2025-01-10,Changed Mind,249.47
R30674,O113039,2025-03-07,Late Delivery,122.74
R30675,O101422,2025-01-13,Size Issue,62.19
R30676,O113311,2025-03-05,Wrong Item,260.41
R30677,O113156,2025-02-27,Damaged,70.69
R30678,O120346,2025-03-13,Wrong Item,182.21
R30679,O109999,2025-04-22,Size Issue,163.47
R30680,O107468,2025-05-07,Wrong Item,63.22
R30681,O117403,2025-04-30,Not As Described,62.67
R30682,O103468,2025-01-25,Damaged,46.24
R30683,O101117,2025-07-04,Changed Mind,335.74
R30684,O121719,2025-02-08,Late Delivery,258.12
R30685,O110072,2025-06-28,Damaged,219.65
R30686,O121743,2025-04-27,Size Issue,216.75
R30687,O112169,2025-05-04,Late Delivery,92.74
R30688,O116724,2025-04-11,Not As Described,335.77
R30689,O116040,2025-01-10,Not As Described,38.57
R30690,O101927,2025-04-30,Size Issue,29.25
R30691,O101138,2025-04-27,Wrong Item,92.79
R30692,O112669,2025-02-13,Late Delivery,8.23
R30693,O104825,2025-05-10,Damaged,316.29
R30694,O113378,2025-06-13,Damaged,228.91
R30695,O102346,2025-06-13,Not As Described,212.28
R30696,O121810,2025-04-06,Damaged,187.41
R30697,O101476,2025-03-29,Changed Mind,77.85
R30698,O103713,2025-03-12,Damaged,96.75
R30699,O112684,2025-01-22,Size Issue,146.14
R30700,O117265,2025-02-21,Damaged,78.45
R30701,O107030,2025-03-20,Changed Mind,177.3
R30702,O110885,2025-06-21,Damaged,324.76
R30703,O113430,2025-04-12,Wrong Item,270.99
R30704,O101040,2025-03-02,Damaged,167.76
R30705,O100368,2025-01-22,Not As Described,41.92
R30706,O108218,2025-01-28,Not As Described,209.93
R30707,O120309,2025-02-21,Not As Described,335.43
R30708,O110649,2025-03-08,Not As Described,208.41
R30709,O115987,2025-06-05,Size Issue,92.38
R30710,O115929,2025-05-30,Wrong Item,256.63
R30711,O106543,2025-03-15,Changed Mind,171.13
R30712,O105948,2025-05-12,Changed Mind,100.08
R30713,O119135,2025-02-20,Size Issue,303.23
R30714,O100197,2025-03-09,Changed Mind,224.57
R30715,O113265,2025-01-15,Size Issue,283.15
R30716,O108165,2025-03-04,Damaged,56.39
R30717,O103653,2025-03-18,Changed Mind,33.55
R30718,O103264,2025-02-10,Size Issue,303.96
R30719,O109385,2025-01-19,Damaged,84.15
R30720,O108899,2025-02-09,Damaged,17.21
R30721,O119742,2025-05-26,Damaged,145.56
R30722,O106490,2025-03-24,Not As Described,275.58
R30723,O104321,2025-05-05,Changed Mind,285.57
R30724,O103672,2025-01-25,Not As Described,61.04
R30725,O113412,2025-06-05,Wrong Item,55.47
R30726,O116040,2025-01-12,Wrong Item,150.99
R30727,O108033,2025-01-31,Not As Described,192.91
R30728,O112947,2025-05-04,Wrong Item,154.81
R30729,O108170,2025-02-18,Changed Mind,172.89
R30730,O103048,2025-02-18,Damaged,215.35
R30731,O109648,2025-06-26,Wrong Item,9.06
R30732,O111089,2025-02-10,Changed Mind,193.94
R30733,O110193,2025-03-23,Damaged,73.17
R30734,O100086,2025-01-21,Changed Mind,274.71
R30735,O109039,2025-04-13,Wrong Item,211.15
R30736,O110896,2025-01-22,Changed Mind,76.97
R30738,O119217,2025-04-23,Wrong Item,103.45
R30739,O120339,2025-03-15,Not As Described,30.01
R30740,O121780,2025-06-26,Late Delivery,13.81
R30741,O117716,2025-05-27,Damaged,329.62
R30742,O100511,2025-05-06,Late Delivery,326.05
R30743,O121212,2025-02-03,Damaged,136.21
R30744,O111269,2025-05-09,Late Delivery,159.12
R30745,O114419,2025-06-21,Wrong Item,50.85
R30746,O110472,2025-06-19,Damaged,152.37
R30747,O119796,2025-07-03,Damaged,54.39
R30748,O117940,2025-05-14,Wrong Item,334.44
R30749,O115393,2025-03-31,Wrong Item,233.55
R30750,O107107,2025-03-15,Changed Mind,17.36
R30751,O121594,2025-04-23,Late Delivery,153.48
R30752,O102398,2025-02-04,Late Delivery,68.99
R30753,O116410,2025-06-16,Late Delivery,43.42
R30754,O106986,2025-06-10,Changed Mind,189.36
R30755,O103189,2025-02-23,Size Issue,260.46
R30756,O119075,2025-03-16,Changed Mind,235.52
R30757,O112620,2025-01-20,Late Delivery,241.32
R30758,O112016,2025-04-16,Size Issue,203.79
R30759,O114655,2025-04-10,Wrong Item,27.3
R30760,O109335,2025-06-20,Size Issue,101.26
R30761,O120415,2025-05-26,Wrong Item,45.51
R30763,O114839,2025-05-25,Damaged,155.01
R30764,O120452,2025-04-30,Changed Mind,110.16
R30765,O107825,2025-02-16,Late Delivery,338.66
R30766,O115865,2025-06-30,Late Delivery,290.57
R30767,O114925,2025-05-08,Not As Described,135.53
R30768,O110674,2025-06-18,Size Issue,26.31
R30769,O117842,2025-02-14,Not As Described,74.06
R30770,O104902,2025-04-04,Damaged,35.48
R30771,O119762,2025-05-17,Changed Mind,142.69
R30772,O119732,2025-01-24,Size Issue,292.08
R30773,O108052,2025-02-23,Not As Described,197.95
R30774,O111918,2025-02-16,Damaged,19.67
R30775,O111577,2025-03-30,Damaged,98.48
R30776,O119952,2025-06-10,Not As Described,272.32
R30777,O104423,2025-01-18,Damaged,233.34
R30778,O111413,2025-06-06,Damaged,115.02
R30779,O100766,2025-07-03,Late Delivery,187.53
R30780,O100162,2025-04-05,Size Issue,17.13
R30781,O102962,2025-04-16,Changed Mind,217.08
R30782,O113032,2025-04-18,Wrong Item,264.46
R30783,O111764,2025-05-24,Damaged,187.04
R30784,O109242,2025-03-21,Changed Mind,121.45
R30785,O109430,2025-03-14,Not As Described,40.83
R30786,O101259,2025-05-17,Wrong Item,81.35
R30787,O113883,2025-02-14,Not As Described,87.37
R30788,O119436,2025-03-12,Not As Described,153.33
R30789,O105890,2025-05-12,Changed Mind,7.91
R30790,O107309,2025-03-12,Late Delivery,189.57
R30791,O117712,2025-06-17,Damaged,33.37
R30792,O116588,2025-02-25,Wrong Item,160.8
R30793,O121611,2025-05-03,Changed Mind,269.17
R30794,O103534,2025-06-03,Not As Described,245.36
R30795,O104770,2025-01-27,Changed Mind,136.97
R30796,O114201,2025-02-24,Not As Described,145.93
R30797,O102880,2025-02-02,Not As Described,311.3
R30798,O107954,2025-02-10,Not As Described,16.21
R30799,O115115,2025-01-29,Size Issue,114.89
R30800,O100226,2025-01-30,Late Delivery,72.51
R30801,O106855,2025-01-20,Changed Mind,287.0
R30802,O104172,2025-02-07,Wrong Item,332.63
R30804,O106004,2025-05-05,Not As Described,143.31
R30805,O101358,2025-05-19,Size Issue,314.24
R30806,O101973,2025-01-18,Not As Described,273.47
R30807,O108685,2025-03-09,Wrong Item,244.02
R30808,O100184,2025-04-06,Changed Mind,146.65
R30809,O107426,2025-07-03,Wrong Item,150.69
R30810,O110963,2025-05-29,Wrong Item,58.02
R30811,O106009,2025-04-24,Late Delivery,169.95
R30812,O105104,2025-06-14,Changed Mind,114.69
R30813,O112682,2025-01-20,Not As Described,338.92
R30814,O111628,2025-06-28,Changed Mind,217.37
R30815,O111937,2025-01-26,Damaged,12.95
R30816,O110744,2025-05-04,Size Issue,276.41
R30817,O119869,2025-01-20,Changed Mind,181.32
R30818,O119926,2025-05-12,Changed Mind,165.25
R30819,O103456,2025-03-23,Late Delivery,215.87
R30820,O119927,2025-07-04,Wrong Item,186.7
R30821,O112588,2025-01-17,Late Delivery,171.71
R30822,O105176,2025-06-18,Size Issue,225.75
R30823,O115749,2025-03-06,Size Issue,29.04
R30824,O112747,2025-06-10,Late Delivery,152.66
R30825,O100270,2025-02-15,Changed Mind,151.64
R30826,O117559,2025-04-08,Late Delivery,199.59
R30827,O109783,2025-02-03,Size Issue,50.71
R30828,O105179,2025-06-07,Not As Described,232.26
R30829,O117963,2025-06-15,Wrong Item,62.52
R30831,O107314,2025-03-13,Size Issue,203.69
R30832,O104105,2025-07-04,Damaged,56.42
R30833,O102394,2025-04-08,Not As Described,116.46
R30834,O110099,2025-02-22,Not As Described,12.04
R30835,O115781,2025-06-10,Wrong Item,297.56
R30836,O104886,2025-03-30,Damaged,191.43
R30837,O119650,2025-02-05,Damaged,254.59
R30838,O108640,2025-05-14,Changed Mind,275.95
R30839,O108298,2025-02-03,Size Issue,53.04
R30840,O117794,2025-02-21,Changed Mind,232.0
R30841,O110044,2025-02-21,Late Delivery,98.21
R30842,O119526,2025-02-13,Wrong Item,326.12
R30843,O103413,2025-05-14,Damaged,177.33
R30844,O102350,2025-04-17,Changed Mind,7.36
R30845,O102962,2025-03-14,Late Delivery,115.03
R30846,O103866,2025-03-12,Size Issue,235.12
R30847,O103348,2025-03-05,Wrong Item,19.66
R30848,O108667,2025-05-30,Wrong Item,5.6
R30849,O101616,2025-05-04,Not As Described,86.53
R30850,O121103,2025-02-23,Wrong Item,32.17
R30851,O118371,2025-02-18,Wrong Item,312.48
R30852,O106254,2025-01-13,Late Delivery,168.63
R30854,O121580,2025-03-23,Size Issue,173.77
R30855,O114516,2025-02-15,Changed Mind,116.35
R30856,O105972,2025-02-13,Not As Described,255.67
R30857,O106752,2025-02-05,Not As Described,294.66
R30858,O121147,2025-04-14,Not As Described,194.38
R30859,O115182,2025-02-22,Changed Mind,20.32
R30860,O101438,2025-04-14,Late Delivery,80.04
R30861,O104055,2025-06-30,Size Issue,168.06
R30862,O121662,2025-03-31,Wrong Item,89.35
R30863,O102512,2025-07-02,Size Issue,46.13
R30864,O119942,2025-03-15,Not As Described,250.39
R30865,O100408,2025-06-08,Damaged,280.68
R30866,O118234,2025-06-22,Not As Described,201.95
R30867,O110474,2025-04-15,Wrong Item,156.02
R30868,O104351,2025-02-26,Damaged,37.04
R30869,O118438,2025-02-26,Late Delivery,283.66
R30870,O118276,2025-01-08,Wrong Item,199.42
R30871,O119194,2025-07-04,Size Issue,179.52
R30872,O101913,2025-05-26,Wrong Item,293.14
R30873,O113804,2025-02-27,Late Delivery,98.11
R30874,O110310,2025-02-28,Wrong Item,155.65
R30875,O110981,2025-03-23,Damaged,212.2
R30876,O115907,2025-03-24,Size Issue,336.29
R30877,O109595,2025-03-26,Size Issue,341.26
R30878,O109918,2025-05-01,Damaged,228.46
R30879,O109156,2025-01-12,Size Issue,80.18
R30880,O116363,2025-03-27,Size Issue,11.06
R30881,O108548,2025-05-16,Changed Mind,90.01
R30882,O119347,2025-05-20,Size Issue,8.7
R30883,O118642,2025-05-15,Not As Described,75.92
R30884,O118160,2025-05-18,Late Delivery,115.78
R30885,O116697,2025-06-10,Changed Mind,148.48
R30886,O104574,2025-06-05,Not As Described,83.31
R30887,O110987,2025-04-02,Late Delivery,8.36
R30888,O121378,2025-01-11,Size Issue,186.08
R30889,O102227,2025-03-18,Not As Described,137.28
R30890,O114232,2025-05-06,Not As Described,233.08
R30891,O110598,2025-01-13,Not As Described,146.66
R30892,O102686,2025-02-19,Size Issue,200.3
R30893,O114132,2025-01-10,Damaged,50.25
R30894,O105469,2025-04-13,Damaged,103.36
R30895,O114394,2025-06-14,Size Issue,130.02
R30896,O109841,2025-07-01,Not As Described,138.36
R30897,O103188,2025-04-14,Wrong Item,29.13
R30898,O110697,2025-05-17,Size Issue,284.77
R30899,O103624,2025-07-02,Late Delivery,57.98
R30900,O114594,2025-04-07,Not As Described,134.78
R30901,O112421,2025-01-26,Changed Mind,205.83
R30902,O105903,2025-06-13,Damaged,145.4
R30903,O120594,2025-03-29,Changed Mind,342.63
R30904,O120018,2025-02-25,Wrong Item,156.77
R30905,O107258,2025-07-01,Not As Described,337.98
R30906,O106246,2025-05-02,Wrong Item,150.32
R30907,O100606,2025-05-15,Changed Mind,52.61
R30908,O110791,2025-03-14,Size Issue,104.26
R30909,O108628,2025-06-16,Late Delivery,222.85
R30910,O108326,2025-02-23,Changed Mind,95.21
R30911,O117288,2025-04-19,Changed Mind,68.29
R30912,O100166,2025-04-27,Late Delivery,270.02
R30913,O105750,2025-06-19,Damaged,65.81
R30914,O108723,2025-06-25,Size Issue,9.42
R30915,O108744,2025-03-02,Wrong Item,104.04
R30916,O100017,2025-02-17,Damaged,319.55
R30917,O105166,2025-06-10,Late Delivery,32.07
R30918,O120957,2025-03-30,Wrong Item,103.94
R30919,O110667,2025-04-24,Changed Mind,188.56
R30920,O110686,2025-03-08,Size Issue,206.12
R30921,O118667,2025-03-17,Not As Described,135.82
R30922,O109571,2025-02-24,Size Issue,47.19
R30923,O115533,2025-05-03,Damaged,41.29
R30924,O121344,2025-05-15,Late Delivery,159.98
R30925,O104993,2025-05-09,Late Delivery,295.55
R30926,O116949,2025-03-30,Late Delivery,238.38
R30927,O109327,2025-02-20,Not As Described,258.88
R30928,O100224,2025-02-17,Changed Mind,245.67
R30929,O106315,2025-04-09,Not As Described,123.34
R30930,O103881,2025-06-02,Changed Mind,187.28
R30931,O102615,2025-02-16,Changed Mind,308.14
R30932,O106816,2025-01-12,Changed Mind,221.59
R30933,O120794,2025-04-25,Size Issue,347.47
R30934,O117940,2025-01-28,Wrong Item,276.24
R30935,O109948,2025-04-20,Size Issue,280.46
R30936,O120936,2025-04-07,Late Delivery,190.34
R30937,O109249,2025-05-26,Wrong Item,292.88
R30938,O110135,2025-01-29,Damaged,229.32
R30939,O118263,2025-02-13,Damaged,196.97
R30940,O121381,2025-06-11,Size Issue,265.52
R30941,O111608,2025-02-11,Late Delivery,216.77
R30942,O109413,2025-01-15,Size Issue,177.83
R30943,O101649,2025-06-24,Wrong Item,290.07
R30944,O110651,2025-04-12,Not As Described,338.39
R30945,O104754,2025-06-03,Size Issue,76.2
R30946,O114236,2025-02-17,Not As Described,147.25
R30947,O117282,2025-02-15,Damaged,64.31
R30948,O116332,2025-06-08,Size Issue,339.07
R30949,O114135,2025-03-22,Not As Described,333.25
R30950,O117808,2025-02-06,Late Delivery,176.86
R30951,O105755,2025-01-26,Damaged,199.78
R30952,O106899,2025-03-31,Changed Mind,341.89
R30953,O116336,2025-04-23,Size Issue,103.44
R30954,O108067,2025-03-04,Size Issue,17.94
R30955,O107022,2025-01-18,Wrong Item,85.2
R30956,O113338,2025-02-15,Wrong Item,321.76
R30957,O102193,2025-06-08,Wrong Item,18.29
R30958,O113313,2025-03-30,Wrong Item,187.41
R30959,O107365,2025-03-29,Changed Mind,172.74
R30960,O111235,2025-06-27,Late Delivery,317.5
R30961,O112054,2025-06-05,Wrong Item,256.48
R30962,O118283,2025-04-20,Damaged,72.24
R30963,O120587,2025-03-08,Changed Mind,84.12
R30964,O120959,2025-04-29,Damaged,315.69
R30965,O106513,2025-03-11,Late Delivery,142.51
R30966,O103842,2025-05-06,Damaged,27.88
R30967,O121101,2025-06-28,Damaged,148.17
R30968,O109885,2025-02-16,Not As Described,218.76
R30969,O114059,2025-06-22,Damaged,105.45
R30970,O121566,2025-04-22,Damaged,307.83
R30971,O107622,2025-02-21,Not As Described,320.46
R30972,O111201,2025-06-16,Changed Mind,249.64
R30973,O113648,2025-03-24,Size Issue,42.52
R30974,O114987,2025-06-27,Wrong Item,143.28
R30975,O114199,2025-02-23,Wrong Item,203.18
R30976,O105892,2025-01-18,Changed Mind,217.62
R30977,O115320,2025-04-28,Damaged,139.11
R30978,O111018,2025-04-14,Changed Mind,198.83
R30979,O116083,2025-01-27,Changed Mind,132.48
R30980,O108301,2025-04-03,Wrong Item,64.46
R30982,O107108,2025-03-15,Changed Mind,266.75
R30983,O104352,2025-06-16,Not As Described,129.04
R30984,O120517,2025-05-19,Size Issue,178.21
R30985,O115107,2025-01-14,Damaged,193.01
R30986,O104866,2025-06-22,Wrong Item,69.75
R30987,O113643,2025-06-28,Damaged,316.15
R30989,O114043,2025-04-04,Late Delivery,254.14
R30990,O116851,2025-02-01,Changed Mind,163.74
R30991,O113916,2025-02-26,Changed Mind,123.95
R30992,O104882,2025-03-01,Changed Mind,297.39
R30993,O106158,2025-02-04,Not As Described,15.64
R30994,O115120,2025-03-06,Damaged,38.78
R30995,O105693,2025-06-24,Late Delivery,172.13
R30996,O106270,2025-05-25,Not As Described,256.09
R30997,O106821,2025-01-18,Changed Mind,337.33
R30998,O101202,2025-01-19,Late Delivery,278.17
R30999,O107331,2025-03-18,Damaged,30.5
R31000,O111114,2025-06-03,Late Delivery,262.65
R31001,O116331,2025-05-24,Changed Mind,95.97
R31002,O117343,2025-03-06,Not As Described,168.75
R31003,O107628,2025-02-17,Late Delivery,296.39
R31004,O110705,2025-01-24,Damaged,262.75
R31005,O109549,2025-06-21,Changed Mind,66.19
R31006,O107555,2025-01-29,Not As Described,40.47
R31007,O105136,2025-02-22,Late Delivery,290.72
R31008,O103679,2025-02-15,Damaged,335.46
R31009,O103148,2025-02-01,Late Delivery,45.25
R31010,O100783,2025-02-21,Changed Mind,151.12
R31011,O107910,2025-01-27,Size Issue,293.97
R31012,O116951,2025-04-13,Changed Mind,44.37
R31013,O119420,2025-03-24,Damaged,141.56
R31014,O117761,2025-05-18,Size Issue,80.19
R31015,O103552,2025-06-26,Size Issue,71.5
R31016,O113493,2025-02-05,Not As Described,347.31
R31017,O101225,2025-04-13,Damaged,167.79
R31018,O100839,2025-05-25,Late Delivery,49.46
R31019,O120622,2025-02-16,Damaged,344.07
R31020,O117277,2025-04-29,Not As Described,260.2
R31021,O108412,2025-05-27,Size Issue,130.85
R31022,O109911,2025-04-24,Size Issue,205.09
R31023,O111149,2025-05-25,Changed Mind,344.57
R31024,O106909,2025-05-15,Late Delivery,289.41
R31025,O101068,2025-04-20,Late Delivery,34.28
R31026,O102850,2025-03-25,Late Delivery,8.6
R31027,O115485,2025-01-10,Not As Described,60.85
R31028,O101604,2025-02-03,Wrong Item,26.05
R31029,O119907,2025-06-06,Late Delivery,97.56
R31030,O100303,2025-02-05,Size Issue,259.54
R31031,O101688,2025-05-23,Not As Described,317.83
R31032,O101498,2025-04-01,Wrong Item,314.49
R31033,O118986,2025-03-16,Size Issue,318.86
R31034,O110526,2025-05-30,Wrong Item,297.93
R31035,O108931,2025-05-25,Damaged,23.83
R31036,O111734,2025-01-22,Size Issue,71.99
R31037,O100586,2025-04-17,Not As Described,6.99
R31038,O109227,2025-03-28,Damaged,31.84
R31039,O103093,2025-03-27,Wrong Item,210.17
R31040,O106178,2025-02-11,Wrong Item,314.05
R31041,O107806,2025-06-29,Not As Described,319.09
R31042,O103845,2025-01-08,Wrong Item,92.57
R31043,O121322,2025-01-18,Late Delivery,56.07
R31044,O121403,2025-04-17,Late Delivery,263.84
R31045,O107796,2025-02-22,Not As Described,321.38
R31046,O100037,2025-06-02,Not As Described,255.76
R31047,O115493,2025-05-16,Not As Described,290.95
R31048,O102463,2025-05-15,Wrong Item,185.31
R31049,O120453,2025-05-01,Changed Mind,315.15
R31050,O115282,2025-06-20,Size Issue,39.59
R31051,O117878,2025-05-22,Changed Mind,20.4
R31052,O100618,2025-05-10,Not As Described,211.34
R31053,O113833,2025-03-11,Not As Described,240.25
R31054,O110926,2025-03-29,Wrong Item,325.61
R31055,O115351,2025-05-21,Late Delivery,128.41
R31056,O100428,2025-04-01,Damaged,288.3
R31057,O118199,2025-04-17,Damaged,292.78
R31058,O119743,2025-06-20,Wrong Item,261.07
R31059,O106043,2025-04-20,Late Delivery,210.45
R31060,O102523,2025-03-21,Not As Described,63.15
R31061,O114429,2025-04-20,Changed Mind,167.92
R31062,O118150,2025-03-28,Not As Described,145.56
R31063,O104526,2025-02-07,Not As Described,174.39
R31064,O120491,2025-06-09,Changed Mind,95.2
R31065,O113296,2025-04-29,Wrong Item,267.43
R31066,O106142,2025-02-10,Size Issue,171.05
R31067,O121012,2025-03-04,Changed Mind,118.17
R31068,O105936,2025-03-24,Changed Mind,214.84
R31069,O116806,2025-06-25,Changed Mind,283.1
R31070,O116798,2025-02-23,Size Issue,324.29
R31071,O101834,2025-02-05,Late Delivery,200.67
R31072,O111480,2025-06-13,Changed Mind,138.94
R31073,O114316,2025-02-13,Wrong Item,51.83
R31074,O106261,2025-04-29,Changed Mind,40.72
R31075,O105152,2025-02-14,Not As Described,155.95
R31076,O119857,2025-02-22,Damaged,342.76
R31077,O109140,2025-01-27,Changed Mind,121.72
R31078,O120175,2025-02-26,Changed Mind,133.59
R31079,O107727,2025-02-23,Wrong Item,312.94
R31080,O108854,2025-01-12,Not As Described,184.49
R31081,O116406,2025-03-27,Size Issue,241.95
R31082,O105449,2025-07-03,Wrong Item,100.07
R31083,O112112,2025-01-24,Late Delivery,34.29
R31084,O118534,2025-01-19,Not As Described,48.83
R31085,O102552,2025-03-21,Late Delivery,256.59
R31086,O109969,2025-02-18,Wrong Item,246.74
R31087,O100608,2025-06-13,Size Issue,306.2
R31088,O101990,2025-03-13,Damaged,170.21
R31089,O113084,2025-05-24,Late Delivery,234.91
R31090,O117828,2025-03-04,Not As Described,227.99
R31091,O118740,2025-02-05,Late Delivery,304.06
R31092,O119903,2025-03-21,Size Issue,143.4
R31093,O104047,2025-05-12,Size Issue,197.63
R31094,O113254,2025-05-18,Size Issue,198.49
R31095,O111711,2025-06-02,Late Delivery,23.82
R31096,O103062,2025-02-05,Not As Described,349.1
R31097,O120215,2025-01-31,Late Delivery,333.36
R31098,O100022,2025-05-08,Late Delivery,72.94
R31099,O116825,2025-06-14,Changed Mind,205.28
R31100,O105658,2025-05-02,Late Delivery,273.01
R31101,O102594,2025-02-16,Not As Described,12.46
R31102,O114131,2025-04-22,Wrong Item,75.94
R31104,O115834,2025-06-13,Size Issue,153.63
R31105,O108612,2025-06-09,Size Issue,334.18
R31106,O107622,2025-06-13,Size Issue,170.1
R31107,O103036,2025-03-20,Changed Mind,182.75
R31108,O102087,2025-06-04,Late Delivery,193.38
R31109,O111227,2025-07-03,Not As Described,290.6
R31110,O106204,2025-05-22,Size Issue,260.9
R31111,O109967,2025-02-01,Late Delivery,112.02
R31112,O110942,2025-06-23,Not As Described,195.5
R31113,O111008,2025-02-18,Damaged,326.5
R31114,O113077,2025-05-19,Not As Described,315.25
R31115,O110429,2025-02-27,Changed Mind,288.64
R31116,O113896,2025-02-05,Not As Described,79.24
R31117,O100066,2025-05-28,Damaged,310.28
