order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI204869,O114299,P1059,2,335.94,0.15
OI204870,O106766,P1011,2,361.23,0.2
OI204871,O118648,P1017,4,53.43,0.1
OI204872,O102252,P1109,3,220.86,0.2
OI204873,O118708,P1082,1,323.57,0.1
OI204874,O106155,P1101,1,306.42,0.15
OI204875,O113631,P1129,1,128.24,0.2
OI204876,O105966,P1040,2,221.13,0.0
OI204877,O116036,P1119,2,368.53,0.0
OI204878,O107266,P1040,2,226.72,0.1
OI204879,O116635,P1018,2,251.35,0.0
OI204880,O119805,P1177,2,23.15,0.05
OI204881,O110659,P1096,2,167.2,0.0
OI204882,O113046,P1105,2,192.62,0.0
OI204883,O121415,P1024,1,16.88,0.0
OI204884,O107235,P1044,2,394.85,0.25
OI204885,O104474,P1060,2,144.92,0.15
OI204886,O100045,P1167,1,151.33,0.1
OI204887,O114363,P1105,1,206.83,0.0
OI204888,O108778,P1064,2,227.46,0.0
OI204889,O107995,P1122,2,114.79,0.2
OI204890,O104314,P1118,3,166.31,0.05
OI204891,O108051,P1030,1,290.57,0.0
OI204892,O117342,P1093,4,195.14,0.1
OI204893,O101568,P1075,1,305.61,0.0
OI204894,O108586,P1147,2,226.01,0.0
OI204895,O110723,P1102,5,301.61,0.1
OI204896,O117647,P1176,4,203.59,0.0
OI204897,O103768,P1074,2,163.2,0.15
OI204898,O105493,P1129,4,128.5,0.1
OI204899,O103743,P1135,1,20.5,0.25
OI204900,O106337,P1008,4,15.51,0.1
OI204901,O108807,P1153,1,169.36,0.0
OI204902,O107852,P1096,1,175.88,0.15
OI204903,O102771,P1134,5,64.18,0.0
OI204904,O120858,P1157,1,173.5,0.05
OI204905,O100388,P1172,1,162.54,0.05
OI204906,O121625,P1137,4,174.38,0.0
OI204907,O114565,P1114,1,13.65,0.2
OI204908,O100542,P1056,5,337.12,0.0
OI204909,O108540,P1092,1,328.4,0.0
OI204910,O101657,P1059,1,311.46,0.0
OI204911,O114759,P1106,1,21.06,0.15
OI204912,O117085,P1130,3,236.83,0.1
OI204913,O104931,P1045,2,144.04,0.2
OI204914,O117348,P1159,2,93.72,0.05
OI204915,O111827,P1067,1,389.89,0.1
OI204916,O108305,P1029,4,86.2,0.1
OI204917,O100239,P1079,1,407.36,0.0
OI204918,O117526,P1041,2,123.37,0.1
OI204919,O108646,P1111,3,70.68,0.15
OI204920,O101083,P1146,1,52.64,0.1
OI204921,O109383,P1167,2,147.16,0.15
OI204922,O108872,P1121,5,203.06,0.0
OI204923,O116570,P1158,4,32.49,0.1
OI204924,O114249,P1004,2,131.67,0.0
OI204925,O104322,P1054,3,94.32,0.0
OI204926,O105770,P1063,4,182.42,0.2
OI204927,O106171,P1176,1,185.91,0.0
OI204928,O107694,P1061,3,442.59,0.15
OI204929,O108145,P1064,2,235.68,0.0
OI204930,O108764,P1099,1,216.24,0.15
OI204931,O101921,P1020,3,99.07,0.05
OI204932,O111519,P1135,1,20.09,0.25
OI204933,O107821,P1005,5,216.7,0.0
OI204934,O102404,P1170,2,190.73,0.05
OI204935,O100443,P1053,5,300.27,0.0
OI204936,O101316,P1145,1,207.84,0.15
OI204937,O102404,P1164,5,255.43,0.0
OI204938,O108800,P1134,2,66.85,0.15
OI204939,O100457,P1167,2,153.27,0.1
OI204940,O105212,P1161,1,94.39,0.0
OI204941,O118079,P1038,2,39.71,0.2
OI204942,O116301,P1082,1,320.16,0.0
OI204943,O102437,P1174,1,180.32,0.0
OI204944,O110954,P1015,1,356.57,0.0
OI204945,O102584,P1092,1,345.28,0.0
OI204946,O102624,P1178,1,89.82,0.0
OI204947,O118705,P1072,2,18.62,0.25
OI204948,O110562,P1078,1,208.21,0.0
OI204949,O118009,P1134,1,59.65,0.25
OI204950,O104600,P1005,1,204.26,0.1
OI204951,O118948,P1154,1,255.59,0.05
OI204952,O112292,P1137,5,176.6,0.0
OI204953,O105259,P1148,1,287.72,0.0
OI204954,O106084,P1071,1,15.98,0.2
OI204955,O116512,P1146,1,48.86,0.05
OI204956,O102106,P1157,2,163.53,0.05
OI204957,O110371,P1095,4,198.09,0.05
OI204958,O109481,P1102,1,281.76,0.0
OI204959,O121684,P1157,1,169.41,0.2
OI204960,O119276,P1171,5,373.61,0.1
OI204961,O109102,P1075,5,311.64,0.15
OI204962,O116230,P1126,5,237.16,0.0
OI204963,O119363,P1066,5,184.18,0.0
OI204964,O107122,P1012,1,149.54,0.15
OI204965,O103902,P1145,5,226.98,0.15
OI204966,O120074,P1135,3,20.69,0.05
OI204967,O121275,P1159,3,92.1,0.05
OI204968,O110862,P1003,4,259.3,0.1
OI204969,O112551,P1170,2,190.8,0.0
OI204970,O100869,P1082,1,355.02,0.0
OI204971,O121994,P1126,3,218.46,0.05
OI204972,O109109,P1175,2,256.41,0.0
OI204973,O110272,P1101,2,311.03,0.0
OI204974,O105535,P1052,2,183.71,0.0
OI204975,O111000,P1055,2,90.97,0.05
OI204976,O105443,P1075,1,286.3,0.0
OI204977,O101114,P1012,1,158.02,0.05
OI204978,O106635,P1100,1,283.33,0.05
OI204979,O102428,P1178,3,84.03,0.0
OI204980,O121803,P1046,3,256.46,0.05
OI204981,O105767,P1017,2,52.98,0.0
OI204982,O114827,P1098,1,104.84,0.05
OI204983,O106922,P1090,2,452.43,0.1
OI204984,O113562,P1052,1,190.05,0.15
OI204985,O119925,P1178,1,82.38,0.0
OI204986,O109917,P1037,1,70.05,0.15
OI204987,O106272,P1087,2,265.81,0.2
OI204988,O116352,P1114,5,13.86,0.0
OI204989,O103450,P1145,5,205.5,0.05
OI204990,O108229,P1099,1,229.41,0.1
OI204991,O120818,P1103,3,138.63,0.05
OI204992,O115266,P1126,1,236.98,0.25
OI204993,O120797,P1064,1,239.38,0.25
OI204994,O111899,P1067,0,382.23,0.1
OI204995,O109294,P1032,4,321.75,0.0
OI204996,O109579,P1154,2,255.88,0.1
OI204997,O121536,P1129,2,124.21,0.15
OI204998,O117481,P1042,2,317.73,0.15
OI204999,O113148,P1062,1,203.21,0.05
OI205000,O119840,P1178,1,86.64,0.2
OI205001,O110441,P1101,1,314.72,0.0
OI205002,O108033,P1170,1,177.58,0.05
OI205003,O112771,P1142,2,445.04,0.0
OI205004,O106521,P1021,4,392.67,0.1
OI205005,O105288,P1146,4,53.67,0.1
OI205006,O110788,P1003,2,247.1,0.05
OI205007,O101999,P1019,1,155.72,0.25
OI205008,O104273,P1150,2,50.89,0.05
OI205009,O100922,P1172,1,159.65,0.0
OI205010,O114526,P1069,4,101.5,0.0
OI205011,O110278,P1175,2,240.99,0.0
OI205012,O101160,P1176,4,185.91,0.05
OI205013,O110243,P1165,5,278.22,0.0
OI205014,O102377,P1020,2,98.0,0.0
OI205015,O105939,P1088,1,116.99,0.0
OI205016,O120963,P1152,3,111.28,0.05
OI205017,O118980,P1156,1,377.91,0.15
OI205018,O118376,P1085,4,233.61,0.0
OI205019,O121927,P1168,1,202.59,0.0
OI205020,O110722,P1081,3,331.35,0.1
OI205021,O100782,P1151,1,25.11,0.0
OI205022,O110841,P1014,2,354.07,0.05
OI205023,O121298,P1133,1,123.51,0.2
OI205024,O104466,P1134,2,66.85,0.1
OI205025,O119307,P1122,0,104.49,0.15
OI205026,O116898,P1156,1,375.41,0.1
OI205027,O120783,P1104,5,459.37,0.15
OI205028,O103611,P1056,1,340.45,0.25
OI205029,O104158,P1171,3,351.95,0.0
OI205030,O103150,P1065,2,201.92,0.05
OI205031,O106777,P1141,1,217.07,0.0
OI205032,O119011,P1149,2,15.88,0.15
OI205033,O107276,P1142,2,413.52,0.0
OI205034,O103801,P1177,5,25.4,0.0
OI205035,O121846,P1175,3,238.25,0.25
OI205036,O109152,P1170,1,186.11,0.1
OI205037,O113766,P1012,1,153.07,0.0
OI205038,O103505,P1042,3,337.47,0.1
OI205039,O115626,P1000,1,30.32,0.05
OI205040,O117714,P1076,1,242.25,0.0
OI205041,O112822,P1123,3,325.01,0.0
OI205042,O117793,P1101,2,277.7,0.1
OI205043,O105588,P1038,1,44.9,0.2
OI205044,O115691,P1012,5,152.17,0.1
OI205045,O109775,P1007,1,140.87,0.1
OI205046,O110849,P1138,2,316.99,0.05
OI205047,O108240,P1069,3,96.64,0.05
OI205048,O106506,P1067,1,365.58,0.0
OI205049,O117162,P1175,4,244.03,0.1
OI205050,O115430,P1023,1,22.32,0.0
OI205051,O114759,P1084,2,128.05,0.25
OI205052,O118272,P1063,5,196.26,0.0
OI205054,O108089,P1014,4,352.78,0.15
OI205055,O120134,P1012,2,155.02,0.05
OI205056,O107148,P1117,1,174.31,0.0
OI205057,O110484,P1135,3,20.91,0.0
OI205058,O102017,P1037,2,77.35,0.1
OI205059,O110628,P1136,4,62.63,0.25
OI205060,O118023,P1117,1,169.13,0.1
OI205061,O121936,P1066,2,187.54,0.0
OI205062,O103070,P1039,1,318.86,0.1
OI205063,O101557,P1058,4,225.85,0.0
OI205064,O118393,P1012,1,163.02,0.1
OI205066,O108514,P1077,3,405.59,0.0
OI205067,O116577,P1098,1,101.41,0.25
OI205068,O105941,P1157,1,167.26,0.05
OI205069,O100090,P1115,4,72.84,0.0
OI205070,O116355,P1084,2,125.9,0.0
OI205071,O109087,P1139,1,274.8,0.0
OI205072,O101610,P1088,3,118.6,0.05
OI205073,O105604,P1173,3,209.03,0.05
OI205074,O102835,P1019,5,174.06,0.05
OI205075,O106641,P1055,1,93.59,0.2
OI205076,O109934,P1117,3,158.24,0.05
OI205077,O100228,P1005,2,205.68,0.0
OI205078,O113314,P1123,5,298.14,0.0
OI205079,O115598,P1148,3,253.26,0.15
OI205080,O103976,P1159,4,102.01,0.15
OI205081,O116806,P1121,3,214.73,0.1
OI205082,O103247,P1003,2,268.97,0.0
OI205083,O120727,P1167,2,147.5,0.1
OI205084,O108984,P1159,1,104.29,0.0
OI205085,O113593,P1046,3,261.28,0.0
OI205086,O114059,P1051,2,58.94,0.0
OI205087,O116946,P1080,1,141.27,0.15
OI205088,O119934,P1040,4,218.79,0.1
OI205089,O115596,P1156,2,373.62,0.0
OI205090,O116259,P1074,2,157.1,0.05
OI205091,O108497,P1076,1,245.59,0.15
OI205092,O101649,P1037,1,72.98,0.0
OI205093,O116576,P1085,3,212.66,0.0
OI205094,O102777,P1046,5,236.98,0.1
OI205095,O118767,P1112,4,139.66,0.0
OI205096,O111507,P1009,4,309.39,0.0
OI205097,O114478,P1107,3,338.28,0.1
OI205098,O111651,P1097,3,260.14,0.1
OI205099,O101633,P1159,2,95.82,0.0
OI205100,O121420,P1101,1,305.73,0.05
OI205101,O109761,P1032,2,311.46,0.2
OI205102,O108891,P1158,1,32.41,0.0
OI205103,O110504,P1004,2,132.59,0.0
OI205104,O101173,P1101,1,277.18,0.0
OI205105,O120921,P1068,2,166.18,0.25
OI205106,O110252,P1163,1,74.36,0.05
OI205107,O121654,P1008,2,15.85,0.25
OI205108,O121231,P1175,2,242.39,0.1
OI205109,O108239,P1000,3,32.19,0.05
OI205110,O101701,P1017,1,51.78,0.1
OI205111,O115173,P1100,4,258.07,0.25
OI205112,O114345,P1077,5,382.88,0.0
OI205113,O120568,P1017,5,54.49,0.0
OI205114,O112186,P1061,1,437.48,0.25
OI205115,O107304,P1017,1,51.67,0.1
OI205116,O111731,P1058,3,216.65,0.1
OI205117,O106830,P1124,2,270.98,0.1
OI205118,O113980,P1151,1,26.59,0.2
OI205119,O118256,P1048,1,160.05,0.15
OI205120,O121967,P1077,2,379.2,0.0
OI205121,O116485,P1081,3,340.14,0.0
OI205122,O112183,P1172,5,159.96,0.15
OI205123,O102587,P1149,1,16.36,0.0
OI205124,O106482,P1128,4,337.59,0.15
OI205125,O103249,P1020,1,98.1,0.15
OI205126,O105280,P1012,5,161.22,0.0
OI205127,O116577,P1052,3,190.26,0.0
OI205128,O118402,P1174,5,196.68,0.15
OI205129,O108828,P1074,2,174.99,0.0
OI205130,O101905,P1129,5,127.13,0.2
OI205131,O113301,P1067,2,382.63,0.0
OI205132,O116300,P1155,2,108.84,0.15
OI205133,O107394,P1157,3,167.34,0.05
OI205134,O113074,P1179,5,121.3,0.2
OI205135,O114092,P1117,2,172.76,0.15
OI205136,O116336,P1168,1,224.03,0.0
OI205137,O111530,P1113,1,186.59,0.05
OI205138,O117564,P1107,5,361.55,0.1
OI205139,O102665,P1111,2,76.66,0.0
OI205140,O117463,P1115,3,73.51,0.15
OI205141,O111012,P1022,2,80.37,0.0
OI205142,O115939,P1178,1,87.16,0.0
OI205143,O121121,P1092,1,365.5,0.0
OI205144,O103462,P1057,3,89.96,0.1
OI205145,O108729,P1053,1,300.41,0.2
OI205146,O116967,P1169,1,310.31,0.0
OI205147,O118232,P1002,3,215.37,0.1
OI205148,O108496,P1013,1,165.56,0.0
OI205149,O111195,P1102,1,296.19,0.0
OI205150,O105642,P1161,1,97.34,0.1
OI205151,O102517,P1066,1,193.73,0.0
OI205152,O110740,P1015,1,357.03,0.1
OI205153,O103283,P1103,3,136.21,0.2
OI205154,O116795,P1067,1,406.54,0.1
OI205155,O108712,P1177,2,24.1,0.0
OI205156,O109249,P1178,1,89.98,0.05
OI205157,O119708,P1135,4,20.48,0.0
OI205158,O115809,P1002,2,235.27,0.15
OI205159,O120886,P1114,1,14.13,0.05
OI205160,O106006,P1104,3,436.56,0.0
OI205161,O112558,P1101,4,311.74,0.0
OI205162,O120921,P1023,1,21.72,0.1
OI205163,O121643,P1120,2,258.37,0.0
OI205164,O117603,P1065,5,188.45,0.2
OI205165,O113304,P1053,1,312.04,0.05
OI205166,O120074,P1038,1,39.54,0.1
OI205167,O119631,P1128,3,340.98,0.0
OI205168,O120914,P1122,2,110.53,0.25
OI205170,O101819,P1093,1,211.92,0.05
OI205171,O109840,P1106,1,22.47,0.0
OI205172,O109774,P1104,4,462.54,0.15
OI205173,O117168,P1036,1,239.71,0.0
OI205174,O108106,P1009,1,306.45,0.0
OI205175,O101330,P1138,1,308.55,0.1
OI205176,O116409,P1140,2,136.93,0.1
OI205177,O108767,P1100,5,251.29,0.15
OI205178,O101625,P1034,1,425.36,0.1
OI205179,O121351,P1048,2,155.72,0.15
OI205180,O107942,P1121,2,212.17,0.0
OI205181,O118295,P1178,1,88.33,0.0
OI205182,O104951,P1110,1,270.11,0.05
OI205183,O113314,P1013,2,166.71,0.1
OI205184,O121083,P1131,1,26.58,0.0
OI205185,O120640,P1119,2,368.09,0.0
OI205186,O108494,P1030,4,283.24,0.0
OI205187,O100139,P1064,5,231.41,0.05
OI205188,O121644,P1033,2,79.41,0.1
OI205189,O102949,P1008,3,15.78,0.2
OI205190,O116690,P1140,5,126.18,0.0
OI205191,O118402,P1108,2,211.05,0.0
OI205192,O112448,P1011,5,350.21,0.1
OI205193,O106329,P1111,4,71.77,0.2
OI205194,O119587,P1157,2,183.85,0.0
OI205195,O114766,P1178,5,87.91,0.0
OI205196,O104068,P1087,1,254.93,0.05
OI205197,O121728,P1121,1,198.88,0.05
OI205198,O114830,P1015,1,347.97,0.15
OI205199,O105175,P1003,4,239.76,0.1
OI205200,O121314,P1093,1,207.38,0.15
OI205201,O118357,P1019,1,169.4,0.0
OI205202,O106729,P1089,1,29.05,0.1
OI205203,O110035,P1014,2,360.36,0.05
OI205204,O120595,P1014,1,322.07,0.0
OI205205,O100016,P1037,5,77.41,0.0
OI205206,O107359,P1163,2,71.37,0.1
OI205207,O114839,P1080,4,134.95,0.0
OI205208,O114610,P1050,1,74.78,0.25
OI205209,O104306,P1086,1,72.56,0.0
OI205210,O109948,P1152,3,113.95,0.0
OI205211,O119289,P1098,1,99.44,0.0
OI205212,O103883,P1101,3,306.81,0.0
OI205213,O110240,P1132,4,191.07,0.0
OI205214,O114921,P1074,2,168.41,0.15
OI205215,O116696,P1002,2,216.3,0.0
OI205216,O119222,P1051,5,62.1,0.1
OI205217,O116192,P1032,2,312.25,0.0
OI205218,O110611,P1090,3,463.12,0.15
OI205219,O100421,P1024,4,15.04,0.0
OI205220,O107315,P1147,2,229.16,0.0
OI205221,O119826,P1163,5,66.89,0.25
OI205222,O115699,P1138,3,293.63,0.0
OI205223,O109366,P1177,3,25.29,0.15
OI205224,O112638,P1039,2,339.72,0.05
OI205225,O106245,P1076,1,249.8,0.0
OI205226,O117197,P1144,4,226.84,0.0
OI205227,O106699,P1111,2,75.87,0.1
OI205228,O120786,P1038,1,39.38,0.0
OI205229,O113171,P1005,5,203.23,0.0
OI205230,O104511,P1056,2,346.81,0.15
OI205231,O106142,P1009,2,310.04,0.0
OI205232,O116497,P1088,2,118.89,0.15
OI205233,O108853,P1132,4,175.58,0.1
OI205234,O101626,P1006,2,259.16,0.0
OI205235,O117610,P1174,4,191.11,0.0
OI205236,O109164,P1018,3,266.26,0.0
OI205237,O112262,P1131,3,26.42,0.15
OI205238,O110313,P1073,5,284.34,0.1
OI205239,O118825,P1171,2,347.94,0.0
OI205240,O104841,P1111,2,71.9,0.2
OI205241,O114565,P1017,2,50.36,0.0
OI205242,O108425,P1174,1,201.13,0.0
OI205243,O110874,P1088,5,124.1,0.0
OI205244,O114848,P1155,1,107.0,0.1
OI205245,O107153,P1024,1,15.6,0.0
OI205246,O114749,P1093,3,202.93,0.0
OI205247,O121216,P1130,1,226.47,0.0
OI205248,O118676,P1135,3,21.14,0.1
OI205249,O111369,P1005,1,207.28,0.1
OI205250,O112464,P1070,5,80.26,0.05
OI205251,O111422,P1070,1,84.56,0.0
OI205252,O104144,P1037,1,74.54,0.1
OI205253,O107948,P1072,1,19.17,0.05
OI205254,O109782,P1000,1,32.58,0.0
OI205255,O106014,P1083,4,106.17,0.0
OI205256,O119143,P1079,1,411.96,0.0
OI205257,O107266,P1177,1,24.48,0.15
OI205258,O116032,P1172,2,147.07,0.1
OI205259,O116855,P1075,1,312.35,0.1
OI205260,O110124,P1147,1,242.48,0.1
OI205261,O117494,P1047,5,130.56,0.1
OI205262,O117092,P1062,2,193.5,0.0
OI205263,O103044,P1053,3,282.3,0.25
OI205264,O120967,P1093,3,192.76,0.25
OI205265,O116871,P1150,1,48.74,0.1
OI205266,O115057,P1157,5,172.51,0.2
OI205267,O100195,P1125,4,140.77,0.1
OI205268,O120719,P1121,1,213.45,0.1
OI205269,O112801,P1088,1,120.4,0.15
OI205270,O109484,P1063,2,183.2,0.0
OI205271,O111735,P1110,1,279.24,0.15
OI205272,O107057,P1099,3,234.5,0.15
OI205273,O113132,P1155,1,110.48,0.0
OI205274,O120178,P1016,2,110.77,0.0
OI205275,O106952,P1112,2,128.32,0.25
OI205276,O114348,P1112,2,142.85,0.0
OI205278,O106595,P1098,2,107.33,0.0
OI205279,O100191,P1058,2,213.56,0.2
OI205280,O108028,P1017,4,50.57,0.0
OI205281,O100386,P1136,1,58.85,0.15
OI205282,O109214,P1104,3,449.9,0.05
OI205283,O115382,P1025,1,245.39,0.15
OI205284,O109272,P1100,5,282.88,0.0
OI205285,O120462,P1091,2,164.84,0.0
OI205286,O119298,P1015,3,332.3,0.15
OI205287,O108439,P1107,1,330.97,0.1
OI205288,O112727,P1047,1,141.7,0.0
OI205289,O115706,P1109,1,226.44,0.1
OI205290,O120343,P1086,1,75.15,0.0
OI205291,O118496,P1130,1,237.22,0.25
OI205292,O108650,P1107,1,353.65,0.25
OI205293,O109652,P1023,2,21.32,0.05
OI205294,O108073,P1004,1,133.16,0.15
OI205295,O116169,P1107,1,331.33,0.05
OI205296,O112642,P1065,1,196.58,0.0
OI205297,O103160,P1062,1,189.89,0.0
OI205298,O100783,P1167,1,141.32,0.15
OI205299,O106915,P1157,1,178.6,0.0
OI205300,O115181,P1026,1,181.59,0.25
OI205301,O104144,P1136,5,58.91,0.0
OI205302,O102915,P1040,2,230.34,0.05
OI205303,O100631,P1156,2,372.94,0.0
OI205304,O118232,P1100,3,281.61,0.1
OI205305,O106174,P1078,2,197.2,0.15
OI205306,O107970,P1117,2,179.74,0.0
OI205307,O121979,P1157,2,179.91,0.15
OI205308,O120144,P1022,2,83.92,0.2
OI205309,O103800,P1107,3,350.75,0.0
OI205310,O114235,P1177,2,22.92,0.0
OI205311,O120369,P1148,2,264.05,0.15
OI205312,O120842,P1174,5,184.58,0.0
OI205313,O117558,P1082,1,350.45,0.0
OI205314,O108502,P1077,4,411.5,0.0
OI205315,O107553,P1001,2,55.4,0.1
OI205316,O106020,P1121,2,197.69,0.1
OI205317,O119337,P1095,1,200.78,0.0
OI205318,O110538,P1124,2,264.02,0.1
OI205319,O105045,P1056,1,376.56,0.1
OI205320,O107154,P1175,3,233.47,0.0
OI205321,O107474,P1136,2,60.49,0.0
OI205322,O107695,P1029,3,79.24,0.15
OI205323,O112427,P1097,1,276.03,0.15
OI205324,O102874,P1161,1,101.48,0.2
OI205325,O112922,P1161,1,91.54,0.0
OI205326,O119392,P1102,1,276.57,0.0
OI205328,O116934,P1037,4,69.84,0.2
OI205329,O111920,P1088,2,128.21,0.0
OI205330,O102470,P1023,1,21.41,0.15
OI205331,O102802,P1014,1,339.43,0.1
OI205332,O112261,P1063,2,194.22,0.05
OI205333,O114524,P1093,4,209.94,0.05
OI205334,O117489,P1048,5,155.26,0.0
OI205335,O101914,P1129,5,128.72,0.1
OI205336,O109649,P1006,4,287.07,0.15
OI205337,O104721,P1163,4,66.7,0.2
OI205338,O100352,P1114,1,14.37,0.0
OI205339,O120794,P1134,2,61.0,0.05
OI205340,O105004,P1072,1,19.72,0.1
OI205341,O116373,P1121,2,193.31,0.05
OI205342,O103429,P1068,5,152.88,0.15
OI205343,O114427,P1111,5,72.06,0.05
OI205344,O101737,P1093,1,195.02,0.0
OI205345,O111625,P1118,4,171.62,0.1
OI205346,O102430,P1080,1,143.44,0.0
OI205347,O109623,P1104,1,462.92,0.05
OI205348,O117012,P1073,3,285.06,0.15
OI205349,O110461,P1002,2,214.26,0.1
OI205350,O118559,P1053,4,294.6,0.05
OI205351,O121351,P1071,2,15.81,0.05
OI205352,O113532,P1155,5,109.97,0.0
OI205353,O105949,P1110,2,263.38,0.15
OI205354,O107452,P1012,2,156.22,0.1
OI205355,O111007,P1127,4,392.79,0.2
OI205356,O111765,P1085,2,226.49,0.15
OI205357,O101813,P1004,1,134.81,0.15
OI205358,O106835,P1117,1,162.56,0.0
OI205359,O119920,P1096,5,169.52,0.0
OI205360,O114335,P1033,1,81.81,0.0
OI205361,O100901,P1076,4,253.14,0.15
OI205362,O113752,P1133,5,121.73,0.0
OI205363,O104983,P1107,1,343.28,0.1
OI205364,O117744,P1129,1,129.99,0.0
OI205365,O107670,P1051,2,63.02,0.15
OI205366,O113272,P1142,2,399.9,0.05
OI205367,O120102,P1165,3,289.16,0.0
OI205368,O113489,P1098,4,100.67,0.1
OI205369,O108969,P1168,2,199.77,0.05
OI205370,O111878,P1064,1,238.77,0.15
OI205371,O103258,P1164,5,233.49,0.0
OI205372,O111249,P1037,1,77.14,0.2
OI205373,O121042,P1009,1,320.34,0.0
OI205374,O120584,P1097,5,269.65,0.0
OI205375,O103424,P1055,1,90.84,0.1
OI205376,O105394,P1097,5,249.51,0.0
OI205377,O107473,P1057,4,81.57,0.1
OI205378,O111320,P1009,1,315.75,0.05
OI205379,O105647,P1049,2,214.66,0.0
OI205380,O100906,P1127,4,378.83,0.15
OI205381,O116397,P1085,1,234.09,0.2
OI205382,O108435,P1114,3,13.15,0.0
OI205383,O114403,P1168,2,212.07,0.0
OI205384,O104055,P1141,1,205.15,0.1
OI205385,O113551,P1104,2,429.49,0.15
OI205387,O114017,P1161,5,101.65,0.1
OI205388,O111040,P1098,1,111.06,0.2
OI205389,O105711,P1057,1,84.05,0.2
OI205390,O121000,P1023,2,22.68,0.0
OI205391,O117639,P1079,1,427.13,0.1
OI205392,O109495,P1080,1,129.65,0.0
OI205393,O115681,P1095,5,187.45,0.0
OI205394,O115854,P1141,2,210.2,0.15
OI205395,O102984,P1091,1,157.14,0.25
OI205396,O100726,P1141,1,225.16,0.0
OI205397,O116221,P1005,2,207.27,0.1
OI205398,O116309,P1010,4,58.46,0.0
OI205399,O101971,P1154,1,237.44,0.1
OI205400,O116584,P1053,2,289.94,0.0
OI205401,O104014,P1089,1,30.79,0.1
OI205402,O109364,P1024,2,16.73,0.15
OI205403,O108214,P1163,1,66.95,0.05
OI205404,O114337,P1145,5,228.18,0.05
OI205405,O116175,P1091,1,151.36,0.15
OI205406,O103527,P1055,5,98.21,0.1
OI205407,O111091,P1009,1,295.02,0.15
OI205408,O100652,P1099,1,220.72,0.25
OI205409,O108220,P1178,5,83.36,0.1
OI205410,O108222,P1037,1,71.33,0.0
OI205411,O100581,P1105,5,194.06,0.1
OI205412,O106152,P1110,2,269.05,0.05
OI205413,O101668,P1121,1,201.47,0.0
OI205414,O113900,P1102,1,303.1,0.0
OI205415,O103479,P1020,2,90.3,0.0
OI205416,O102292,P1089,1,29.57,0.15
OI205417,O113206,P1098,1,111.02,0.1
OI205418,O120176,P1121,2,207.06,0.05
OI205419,O116023,P1160,5,261.13,0.0
OI205420,O121923,P1152,2,113.72,0.25
OI205421,O106637,P1018,3,254.52,0.15
OI205422,O119192,P1055,4,90.01,0.15
OI205423,O107403,P1093,2,193.7,0.0
OI205424,O110765,P1175,1,239.82,0.05
OI205425,O119433,P1168,1,206.52,0.2
OI205426,O118268,P1179,4,118.33,0.1
OI205427,O108253,P1135,3,22.12,0.05
OI205428,O103213,P1046,4,257.8,0.15
OI205429,O107419,P1108,2,217.04,0.0
OI205430,O111149,P1167,2,148.43,0.0
OI205431,O111456,P1044,3,433.92,0.15
OI205432,O110266,P1107,5,359.62,0.0
OI205433,O116305,P1060,5,143.36,0.15
OI205434,O114981,P1071,2,14.94,0.05
OI205435,O114979,P1043,2,236.4,0.15
OI205436,O116783,P1146,1,53.31,0.1
OI205437,O105139,P1084,1,140.06,0.0
OI205438,O114434,P1082,3,347.04,0.0
OI205439,O109545,P1096,2,168.31,0.25
OI205440,O107498,P1021,2,413.89,0.05
OI205441,O102109,P1062,1,200.7,0.05
OI205442,O108163,P1119,2,328.54,0.1
OI205443,O103166,P1121,2,207.32,0.05
OI205444,O104818,P1130,5,252.85,0.0
OI205445,O103135,P1072,1,18.69,0.0
OI205446,O106256,P1094,3,152.46,0.15
OI205447,O102311,P1113,4,192.12,0.0
OI205448,O101587,P1175,1,244.11,0.0
OI205449,O105586,P1154,1,241.34,0.15
OI205450,O117072,P1147,4,231.25,0.15
OI205451,O119182,P1177,3,25.76,0.0
OI205452,O112284,P1138,3,308.27,0.15
OI205453,O112500,P1016,1,106.99,0.25
OI205454,O119040,P1177,1,25.29,0.2
OI205455,O121787,P1155,1,110.21,0.0
OI205456,O118336,P1049,1,205.85,0.15
OI205457,O102158,P1130,3,242.66,0.0
OI205458,O112588,P1015,4,346.46,0.05
OI205459,O102240,P1137,1,160.54,0.0
OI205460,O111421,P1053,3,297.69,0.05
OI205461,O114543,P1065,5,202.52,0.0
OI205462,O113692,P1176,1,185.1,0.0
OI205463,O110047,P1173,1,221.82,0.0
OI205464,O117720,P1108,1,220.42,0.05
OI205465,O101662,P1099,2,237.83,0.05
OI205466,O120455,P1013,1,173.99,0.0
OI205467,O108228,P1015,5,323.78,0.05
OI205468,O103020,P1074,3,169.75,0.0
OI205469,O105761,P1125,5,140.42,0.0
OI205470,O116169,P1038,5,39.96,0.0
OI205471,O111503,P1040,3,221.7,0.15
OI205472,O109672,P1150,2,48.29,0.0
OI205473,O104997,P1028,1,129.07,0.0
OI205474,O116242,P1010,4,61.19,0.25
OI205475,O120306,P1137,3,173.85,0.0
OI205476,O108848,P1015,1,321.69,0.15
OI205477,O119154,P1014,1,333.53,0.25
OI205478,O108744,P1062,2,192.76,0.05
OI205479,O102501,P1024,3,16.9,0.0
OI205480,O103378,P1161,1,95.39,0.0
OI205481,O116573,P1067,1,379.76,0.0
