order_id,customer_id,order_date,payment_method,sales_channel,order_status,shipping_city,shipping_fee
O105793,C11672,2025-07-06 00:00:00,Card,Website,Completed,"Gyumri,",4.5
O105794,C12368,2025-04-12 00:00:00,  Cash  ,Website,Completed,GYUMRI,4.5
O105795,C12786,2025-06-23 00:00:00,Bank Transfer,Website,Completed,Etchmiadzin,0.0
O105796,C13115,2025-04-13 00:00:00,Card,Marketplace,Completed,Armavir,6.0
O105797,C11555,2025-11-01 00:00:00,card,Website,Pending,'Yev.',6.0
O105798,C12028,2025-07-26 00:00:00,PayPal,Mobile App,Completed,  Armavir  ,0.0
O105799,C11654,2025-03-04 00:00:00,Card,Website,Shipped,Armavir,2.5
O105800,C10453,2025-04-30 00:00:00,"card,",Mobile App,Completed,abovyan,0.0
O105801,C10745,2025-08-06 00:00:00,CARD,Mobile App,Completed,Vagharshapat,0.0
O105802,C11903,2025-09-13 00:00:00,PayPal,Website,Pending,GMR,0.0
O105803,C10928,2025-05-23 00:00:00,CARD,Mobile App,Pending,YEREVAN,2.5
O105804,C10847,2025-10-25 00:00:00,APPLE PAY.,Website,Shipped,kApAn,2.5
O105805,C10867,2025-10-31 00:00:00,Card,Website,Completed,KAPAN,0.0
O105806,C10773,2025-05-20 00:00:00,Card,Mobile App,Shipped,VNZ,8.5
O105807,C12130,2025-11-26 00:00:00,card,Mobile App,Completed,Vanadzor,2.5
O105808,C10542,2025-07-24 00:00:00,"""BAnK tRansFER""",Mobile App,Shipped,Dilijan,6.0
O105809,C10321,2025-07-02 00:00:00,Card,Website,Completed,YEREVAN,6.0
O105810,C10785,2025-09-01 00:00:00,Bank Transfer,Website,Completed,YEREVAN,6.0
O105811,C13305,2025-12-08 00:00:00,Card,Website,Completed,gmr,0.0
O105812,C10539,2025-11-05 00:00:00,Card,Website,Pending,DILIJAN,8.5
O105813,C12299,2025-07-27 00:00:00,PayPal,Website,Completed,  Vandz.  ,8.5
O105814,C12883,2025-09-06 00:00:00,bank transfer,Mobile App,Completed,Abovyan,6.0
O105815,C11788,2025-09-19 00:00:00,CARD,Mobile App,Completed,ARMAVIR,6.0
O105816,C10448,2025-05-23 00:00:00,Bank Transfer,Marketplace,Shipped,Hrazdan,4.5
O105817,C13310,2025-03-17 00:00:00,Bank Transfer,Mobile App,Cancelled,GMR,0.0
O105818,C10489,2025-08-21 00:00:00,Card,Website,Completed,#Kapan,2.5
O105819,C11905,2025-02-25 00:00:00,CARD,Website,Completed,ARMAVIR.,0.0
O105820,C10463,2025-03-04 00:00:00,"""CARD""",Website,Completed,VANADZOR,6.0
O105821,C10313,2025-05-09 00:00:00,Card,Website,Shipped,'Etchmiadzin',0.0
O105822,C13246,2025-09-08 00:00:00,PayPal,Mobile App,Completed,Dilijan,8.5
O105823,C13251,2025-09-12 00:00:00,Card,Marketplace,Cancelled,Armavir,4.5
O105824,C11955,2025-04-29 00:00:00,card,Mobile App,Completed,"""Dilijan""",8.5
O105825,C10384,2025-11-18 00:00:00,"""""CaRd""""",Website,Completed,ETCHMIADZIN,6.0
O105826,C10294,2025-03-10 00:00:00,"""apple pay""",Social Media,Shipped,"""""Dilijan""""",2.5
O105827,C11238,2025-01-16 00:00:00,Bank Transfer.,Website,Completed,Vagharshapat,4.5
O105828,C13033,2025-02-20 00:00:00,Card,Marketplace,Pending,Armavir,6.0
O105829,C10761,2025-01-28 00:00:00,Card,Marketplace,Cancelled,yerevan city,8.5
O105830,C12816,2025-02-04 00:00:00,'Card',Website,Cancelled,  Gyumri  ,4.5
O105831,C11098,2025-09-13 00:00:00,BANK TRANSFER,Website,Pending,VANADZoR,4.5
O105832,C12391,2025-12-14 00:00:00,Card,Social Media,Completed,#Kapan,6.0
O105833,C11737,2025-01-14 00:00:00,APPLE PAY,Mobile App,Completed,Yerevan.,0.0
O105834,C12189,2025-04-02 00:00:00,'CARD',Website,Shipped,Abovyan,0.0
O105835,C12765,2025-07-15 00:00:00,  CASH  ,Mobile App,Cancelled,VaNAdzOr,8.5
O105836,C11222,2025-11-06 00:00:00,Bank Transfer,Mobile App,Completed,Armavir,8.5
O105837,C11942,2025-12-14 00:00:00,paypal,Website,Completed,Kapan,2.5
O105838,C13242,2025-06-17 00:00:00,'Card',Website,Completed,Yerevan,4.5
O105839,C12453,2025-03-20 00:00:00,Bank Transfer,Website,Pending,Artashat,6.0
O105840,C10227,2025-06-05 00:00:00,"CARD,",Website,Cancelled,Abovyan,4.5
O105841,UNKNOWN,2025-11-15 00:00:00,'Card',Website,Completed,Kapan,0.0
O105842,C12999,2025-11-16 00:00:00,PayPal,Website,Pending,Etchmiadzin,0.0
O105843,C12945,2025-02-19 00:00:00,Apple Pay,Website,Completed,Vanadzor,0.0
O105844,C10690,2025-02-09 00:00:00,Bank Transfer,Website,Completed,Etchmiadzin,2.5
O105845,C10877,2025-12-05 00:00:00,Card,Social Media,Completed,KAPAN,8.5
O105846,C10786,2025-09-24 00:00:00,PayPal,Mobile App,Shipped,  Hrazdan  ,0.0
O105847,C12109,2025-09-10 00:00:00,CARD,Website,Cancelled,"""""Dilijan""""",2.5
O105848,C11350,2025-08-27 00:00:00,"""""CARD""""",Mobile App,Shipped,Abovyan,6.0
O105849,C11739,2025-04-14 00:00:00,bANk TRANsFer,Website,Completed,ETcHmiaDzIn,2.5
O105850,C11986,2025-05-31 00:00:00,cARd,Marketplace,Completed,Dilijan,6.0
O105851,C10878,2025-12-05 00:00:00,Apple Pay,Mobile App,Completed,"""Armavir""",0.0
O105852,C13204,2025-09-12 00:00:00,CArD,Website,Completed,KApan,8.5
O105853,C11607,2025-09-09 00:00:00,  CARD  ,Social Media,Cancelled,vanadzor,2.5
O105854,C11613,2025-09-16 00:00:00,BANK TRANSFER,Mobile App,Completed,GyM,0.0
O105855,C13260,2025-05-14 00:00:00,PayPal,Website,Cancelled,dilijan,0.0
O105856,C12403,2025-10-05 00:00:00,Card,Social Media,Shipped,Hrazdan,4.5
O105857,C10070,2025-06-25 00:00:00,Card,Marketplace,Completed,'Artashat',6.0
O105858,C12310,2025-10-04 00:00:00,"""""PayPal""""",Social Media,Completed,dilijan,6.0
O105859,C10305,2025-10-07 00:00:00,Card,Website,Pending,Hrazdan,4.5
O105860,C12605,2025-01-10 00:00:00,'card',Social Media,Cancelled,"DilijaN,",0.0
O105861,C13295,2025-01-17 00:00:00,bank transfer,Mobile App,Completed,yerevan,2.5
O105862,C13399,2025-08-09 00:00:00,cARd,Mobile App,Pending,Artashat,2.5
O105863,C10761,2025-03-02 00:00:00,Apple Pay,Website,Pending,Gyumri,6.0
O105864,C10587,2025-07-16 00:00:00,  Bank Transfer  ,Website,Completed,GYUMRI.,0.0
O105865,C12121,2025-08-19 00:00:00,Apple Pay,Website,Completed,vagharshapat,2.5
O105866,C12189,2025-06-11 00:00:00,CARD,Website,Completed,VanadZOr,0.0
O105867,C11608,2025-07-12 00:00:00,#Apple Pay,Website,Cancelled,Hrazdan,0.0
O105868,C10101,2025-08-15 00:00:00,Card,Website,Cancelled,Hrazdan.,2.5
O105869,C11629,2025-08-24 00:00:00,Card,Social Media,Cancelled,"VNZ,",4.5
O105870,C11604,2025-01-19 00:00:00,CARD,Mobile App,Completed,Armavir,4.5
O105871,C13136,2025-01-17 00:00:00,"Card,",Mobile App,Cancelled,vANaDzOR,4.5
O105872,C10192,2025-04-01 00:00:00,CARD,Mobile App,Completed,Etch.,0.0
O105873,C13000,2025-10-13 00:00:00,cash,Mobile App,Pending,Dilijan,0.0
O105874,C11085,2025-12-04 00:00:00,card.,Website,Completed,HrAZdAn,6.0
O105875,C13312,2025-06-05 00:00:00,'Card',Mobile App,Completed,"Kapan,",0.0
O105876,C12457,2025-12-28 00:00:00,'Bank Transfer',Mobile App,Cancelled,"""Etchmiadzin""",6.0
O105877,C10299,2025-03-26 00:00:00,CARD,Website,Completed,artashat,4.5
O105878,C13266,2025-09-09 00:00:00,PAYPAL.,Website,Completed,Gyumri,2.5
O105879,C10453,2025-08-09 00:00:00,CASH,Website,Completed,Dilijan,0.0
O105880,C12621,2025-03-10 00:00:00,PayPal,Mobile App,Pending,"""Etchmiadzin""",0.0
O105881,C10618,2025-06-09 00:00:00,card,Website,Completed,Dilijan,0.0
O105882,C10636,2025-07-19 00:00:00,Apple Pay,Mobile App,Shipped,Dilijan,2.5
O105883,C12348,2025-09-07 00:00:00,Cash,Website,Pending,'Hrazdan',0.0
O105884,C10778,2025-02-26 00:00:00,Apple Pay,Mobile App,Completed,Artashat,0.0
O105885,C11479,2025-10-19 00:00:00,CARD,Social Media,Completed,  Gyumri  ,2.5
O105886,C13036,2025-12-12 00:00:00,Bank Transfer,Marketplace,Shipped,Armavir,8.5
O105887,C12249,2025-09-09 00:00:00,PayPal,Mobile App,Completed,Kapan,0.0
O105888,C12721,2025-12-04 00:00:00,card,Website,Completed,Yerevan,0.0
O105889,C12349,2025-10-11 00:00:00,CASH,Mobile App,Completed,  VaNADzor  ,2.5
O105890,C12044,2025-12-17 00:00:00,#PayPal,Mobile App,Completed,Abovyan,0.0
O105891,C11647,2025-10-04 00:00:00,CASH,Marketplace,Pending,Armavir,2.5
O105892,C10336,2025-10-20 00:00:00,CarD,Marketplace,Completed,"""Gyumri City""",8.5
O105893,C12079,2025-08-29 00:00:00,bank transfer,Website,Shipped,"Armavir,",4.5
O105894,C11994,2025-09-01 00:00:00,'Card',Mobile App,Completed,'gym',0.0
O105895,C13169,2025-10-15 00:00:00,PayPal,Website,Shipped,Vanadzor.,4.5
O105896,C12007,2025-03-22 00:00:00,Card,Website,Completed,"""""Armavir""""",4.5
O105897,C11782,2025-09-17 00:00:00,Card,Mobile App,Pending,ARTASHAT,0.0
O105898,C12820,2025-01-29 00:00:00,"""""Card""""",Website,Completed,HRAZDAN,8.5
O105899,C13262,2025-07-20 00:00:00,Bank trAnsFEr,Mobile App,Completed,Abovyan,4.5
O105900,C11071,2025-05-15 00:00:00,"""""apple pay""""",Mobile App,Completed,Vandz.,0.0
O105901,C12031,2025-09-11 00:00:00,Card,Mobile App,Completed,"vnz,",0.0
O105902,C11273,2025-10-30 00:00:00,#Card,Social Media,Cancelled,ARTasHat,8.5
O105903,C11249,2025-07-13 00:00:00,"""""Card""""",Mobile App,Completed,Abovyan,0.0
O105904,C11295,2025-11-12 00:00:00,PAYPAL.,Social Media,Pending,Gyumri,4.5
O105905,C12712,2025-12-13 00:00:00,Card,Mobile App,Shipped,Abovyan,6.0
O105906,C10327,2025-06-30 00:00:00,Card,Mobile App,Completed,VANADZOr,0.0
O105907,C10796,2025-05-26 00:00:00,Cash,Website,Completed,'Hrazdan',2.5
O105908,C11203,2025-06-14 00:00:00,"Card,",Mobile App,Pending,Abovyan,2.5
O105909,C12861,2025-02-01 00:00:00,Card,Mobile App,Completed,Gym,2.5
O105910,C10664,2025-01-15 00:00:00,Card.,Mobile App,Pending,DILIJAN,0.0
O105911,C12793,2025-10-30 00:00:00,PayPal.,Mobile App,Completed,'YEREVAN',0.0
O105912,C13094,2025-01-24 00:00:00,Apple Pay,Marketplace,Shipped,"""Yerevan""",0.0
O105913,C12977,2025-03-07 00:00:00,Bank Transfer,Website,Completed,Yerevan,0.0
O105914,C10962,2025-07-07 00:00:00,Card,Mobile App,Pending,vANADzoR,2.5
O105915,C11629,2025-06-28 00:00:00,cash,Mobile App,Completed,gyumri,4.5
O105916,C11393,2025-10-26 00:00:00,Card,Website,Completed,"""""abovyan""""",8.5
O105917,C11268,2025-01-14 00:00:00,"Bank Transfer,",Social Media,Completed,Vanadzor,0.0
O105918,C11183,2025-11-17 00:00:00,Cash,Marketplace,Pending,Kapan,4.5
O105919,C10372,2025-06-24 00:00:00,PayPal.,Website,Completed,Armavir,0.0
O105920,C10284,2025-07-14 00:00:00,Card,Website,Completed,HRAZDAN.,4.5
O105921,C12568,2025-02-19 00:00:00,Bank Transfer,Mobile App,Completed,Etchmiadzin,8.5
O105922,C12744,2025-08-08 00:00:00,BANK TrANsFeR,Website,Completed,KaPan,0.0
O105923,C10806,2025-06-26 00:00:00,CARD,Website,Completed,ARTasHat,0.0
O105924,C10646,2025-07-02 00:00:00,bANk TrANSfeR,Website,Cancelled,Yerevan,0.0
O105925,C11604,2025-07-30 00:00:00,  Apple Pay  ,Marketplace,Completed,gyumri,2.5
O105926,C12183,2025-06-29 00:00:00,"""PayPal""",Marketplace,Pending,YEREVAN,6.0
O105927,C10095,2025-01-29 00:00:00,bank TRAnsfEr,Website,Completed,ARTASHaT,2.5
O105928,C13190,2025-12-05 00:00:00,"""""Card""""",Marketplace,Pending,Gyumri,8.5
O105929,C13445,2025-05-06 00:00:00,'PayPal',Marketplace,Shipped,Gyumri,2.5
O105930,C10273,2025-05-07 00:00:00,Bank Transfer,Mobile App,Shipped,  HRAZDAN  ,0.0
O105931,C12925,2025-05-01 00:00:00,CARD,Website,Completed,Artashat,2.5
O105932,C12897,2025-11-28 00:00:00,Card,Marketplace,Completed,Vanadzor,2.5
O105933,C11200,2025-06-09 00:00:00,CARD,Website,Pending,DILIJAN,0.0
O105934,C11772,2025-10-31 00:00:00,Card,Mobile App,Completed,Armavir,6.0
O105935,C10783,2025-02-13 00:00:00,Bank Transfer,Website,Completed,#dilIJAN,4.5
O105936,C11300,2025-12-19 00:00:00,"""""card""""",Mobile App,Completed,'yerevan city',0.0
O105937,C13209,2025-02-03 00:00:00,Card,Website,Pending,Dilijan,4.5
O105938,C10131,2025-06-06 00:00:00,#Card,Mobile App,Pending,gYuMri,8.5
O105939,C13115,2025-02-28 00:00:00,#Cash,Website,Pending,Armavir,0.0
O105940,C13194,2025-06-22 00:00:00,Card,Mobile App,Pending,YEV.,0.0
O105941,C13207,2025-03-28 00:00:00,cArD,Marketplace,Pending,ARtAShAt,4.5
O105942,C11390,2025-01-11 00:00:00,Card,Website,Cancelled,Abovyan,0.0
O105943,C12420,2025-10-03 00:00:00,baNK TrANsfER,Mobile App,Shipped,vaNadZOR,0.0
O105944,C11149,2025-06-16 00:00:00,Card,Website,Cancelled,Vandz.,0.0
O105945,C11810,2025-01-20 00:00:00,Cash,Mobile App,Completed,Yerevan,0.0
O105946,C12030,2025-08-24 00:00:00,cARD,Website,Completed,armavir.,2.5
O105947,C10807,2025-12-03 00:00:00,Card,Mobile App,Completed,Abovyan,8.5
O105948,C10743,2025-08-05 00:00:00,Card,Website,Pending,Yerevan,0.0
O105949,C10050,2025-10-18 00:00:00,  cARD  ,Website,Pending,Hrazdan,0.0
O105950,C13208,2025-09-21 00:00:00,card,Website,Shipped,dilijan,0.0
O105951,C11181,2025-08-04 00:00:00,"""Card""",Marketplace,Completed,Armavir,0.0
O105952,C10055,2025-05-17 00:00:00,Card,Mobile App,Completed,Armavir,0.0
O105953,C10743,2025-01-11 00:00:00,'Bank Transfer',Social Media,Completed,Dilijan,8.5
O105954,C12475,2025-12-23 00:00:00,#Card,Marketplace,Completed,Vanadzor.,0.0
O105955,C10442,2025-08-29 00:00:00,PAYPAL.,Marketplace,Completed,"Abovyan,",0.0
O105956,C11934,2025-10-29 00:00:00,payPAL,Mobile App,Cancelled,"""""Dilijan""""",0.0
O105957,C12373,2025-01-12 00:00:00,PayPal,Website,Shipped,Abovyan,4.5
O105958,C12687,2025-06-12 00:00:00,"""""Card""""",Marketplace,Completed,"""""Vandz.""""",4.5
O105959,C11661,2025-07-13 00:00:00,PayPal.,Website,Shipped,Vagharshapat,6.0
O105960,C12876,2025-10-20 00:00:00,Card,Mobile App,Shipped,VANADZOR,6.0
O105961,C10079,2025-07-19 00:00:00,card,Marketplace,Completed,Etchmiadzin,0.0
O105962,C12521,2025-06-15 00:00:00,Card,Website,Cancelled,Hrazdan,8.5
O105963,C10376,2025-10-21 00:00:00,Apple Pay,Website,Completed,Gyumri,0.0
O105964,C12966,2025-02-20 00:00:00,Card,Website,Shipped,Armavir,0.0
O105965,C12380,2025-09-08 00:00:00,PayPal,Social Media,Completed,kapan,8.5
O105966,C13246,2025-02-21 00:00:00,"Card,",Social Media,Shipped,"""""Kapan""""",2.5
O105967,C10440,2025-12-20 00:00:00,PayPal,Mobile App,Completed,Etchmiadzin,6.0
O105968,C10125,2025-12-12 00:00:00,PayPal,Marketplace,Pending,aRTASHAT,8.5
O105969,C11717,2025-04-16 00:00:00,"""""aPPLe PAy""""",Website,Completed,Abovyan,8.5
O105970,C10218,2025-06-22 00:00:00,Cash,Website,Shipped,Hrazdan,0.0
O105971,C10947,2025-09-12 00:00:00,PayPal.,Website,Cancelled,aRtasHat,0.0
O105972,C10277,2025-09-15 00:00:00,Apple Pay,Website,Pending,VANDZ.,8.5
O105973,C10594,2025-12-08 00:00:00,Card,Website,Completed,Vanadzor.,0.0
O105974,C10934,2025-06-23 00:00:00,"""""Card""""",Website,Completed,Armavir,6.0
O105975,C12018,2025-03-27 00:00:00,BANK TRANSFER,Mobile App,Pending,"dilIjAN,",0.0
O105976,C10140,2025-11-11 00:00:00,"Card,",Website,Completed,etch.,8.5
O105977,C12893,2025-06-03 00:00:00,Bank Transfer,Website,Completed,Gyumri,0.0
O105978,C13055,2025-07-06 00:00:00,"""""Card""""",Marketplace,Shipped,vanadzor,8.5
O105979,C11630,2025-08-12 00:00:00,CasH,Website,Completed,Armavir,0.0
O105980,C10876,2025-04-14 00:00:00,CArD,Website,Completed,'HRAZDAN',8.5
O105981,,2025-09-12 00:00:00,CARD,Website,Completed,Gyumri,0.0
O105982,C10109,2025-11-22 00:00:00,"""Card""",Marketplace,Cancelled,vANADZOR,8.5
O105983,C11075,2025-02-08 00:00:00,PAypal,Mobile App,Cancelled,'GyUMri',2.5
O105984,C12660,2025-10-02 00:00:00,"CARD,",Mobile App,Completed,hrazdan,8.5
O105985,C12760,2025-04-20 00:00:00,PayPal,Website,Completed,Hrazdan,6.0
O105986,C11993,2025-05-28 00:00:00,#PayPal,Website,Completed,  ARTASHAT  ,2.5
O105987,C13390,2025-05-16 00:00:00,"cash,",Website,Pending,Etchmiadzin,0.0
O105988,,2025-01-25 00:00:00,card,Website,Completed,#Gym,0.0
O105989,C10795,2025-06-02 00:00:00,Card,Mobile App,Completed,Yer,8.5
O105990,C12029,2025-10-21 00:00:00,Card,Marketplace,Pending,Kapan,4.5
O105991,C10728,2025-07-25 00:00:00,cARd,Website,Pending,Kapan,0.0
O105992,C13117,2025-04-26 00:00:00,Cash,Mobile App,Completed,"""Dilijan""",4.5
O105993,C12552,2025-11-16 00:00:00,Apple Pay,Website,Cancelled,Etch.,0.0
O105994,C11537,2025-02-17 00:00:00,"""CARD""",Website,Cancelled,gyUMRi,0.0
O105995,C11040,2025-10-24 00:00:00,"Cash,",Website,Completed,ArmaVIr,0.0
O105996,C10314,2025-02-18 00:00:00,APPLE PAY,Marketplace,Completed,Abovyan,4.5
O105997,C13459,2025-10-31 00:00:00,PayPal,Website,Pending,KaPAN,2.5
O105998,C10076,2025-06-22 00:00:00,#PayPal,Mobile App,Completed,armavir,2.5
O105999,C13025,2025-05-20 00:00:00,PayPal,Website,Cancelled,#KAPAN,2.5
O106000,C12946,2025-02-04 00:00:00,card,Website,Pending,vandz.,0.0
O106001,C13442,2025-10-18 00:00:00,PayPal.,Website,Pending,Armavir,4.5
O106002,C13236,2025-09-29 00:00:00,'Apple Pay',Website,Completed,abovyan,0.0
O106003,C11640,2025-09-01 00:00:00,CASH,Marketplace,Completed,"""Armavir""",8.5
O106004,C13095,2025-08-07 00:00:00,"Card,",Marketplace,Completed,Hrazdan.,0.0
O106005,C10711,2025-04-18 00:00:00,caRd,Website,Pending,#Artashat,0.0
O106006,C13106,2025-06-27 00:00:00,"""""card""""",Mobile App,Completed,"Vanadzor,",4.5
O106007,C11537,2025-02-09 00:00:00,"""card""",Website,Cancelled,GYUMRI CITY,0.0
O106008,C11867,2025-11-30 00:00:00,Bank Transfer,Mobile App,Shipped,Abovyan,6.0
O106009,C10853,2025-06-04 00:00:00,"""Cash""",Mobile App,Completed,Gym,0.0
O106010,C11161,2025-09-16 00:00:00,card,Website,Cancelled,"GYumri,",2.5
O106011,C11597,2025-06-03 00:00:00,Card,Marketplace,Shipped,yerEVaN,2.5
O106012,C12756,2025-08-10 00:00:00,PayPal,Website,Cancelled,armavir.,8.5
O106013,C11912,2025-12-06 00:00:00,Card,Website,Completed,yeREVaN,2.5
O106014,C10264,2025-10-04 00:00:00,Card,Mobile App,Completed,Armavir,0.0
O106015,C10332,2025-06-10 00:00:00,Bank Transfer,Website,Completed,Artashat,6.0
O106016,C12235,2025-04-13 00:00:00,Card,Website,Shipped,Etch.,0.0
O106017,C11086,2025-08-01 00:00:00,CARD,Website,Shipped,Kapan,0.0
O106018,C10819,2025-07-25 00:00:00,#Card,Marketplace,Shipped,Vagharshapat,0.0
O106019,C11302,2025-05-09 00:00:00,PayPal,Website,Pending,Yerev.,2.5
O106020,C11565,2025-11-16 00:00:00,Bank Transfer,Website,Cancelled,yerev.,6.0
O106021,C11194,2025-09-21 00:00:00,Card,Website,Completed,Yerevan,0.0
O106022,C11526,2025-08-21 00:00:00,Card,Website,Cancelled,VANADZOR.,6.0
O106023,C10298,2025-12-10 00:00:00,Bank Transfer.,Mobile App,Pending,KAPAN,6.0
O106024,C12248,2025-10-08 00:00:00,PayPal,Website,Shipped,"""""Armavir""""",8.5
O106025,C11158,2025-04-03 00:00:00,#Bank Transfer,Mobile App,Completed,YEREVAN,2.5
O106026,C10271,2025-01-10 00:00:00,pAypAL,Mobile App,Completed,ETchmIaDzin,0.0
O106027,C10534,2025-11-18 00:00:00,CASH,Website,Cancelled,ARMAVIR,2.5
O106028,C13158,2025-12-27 00:00:00,Bank Transfer,Website,Completed,Hrazdan,8.5
O106029,C12078,2025-09-22 00:00:00,"""PayPal""",Mobile App,Pending,Gyumri,0.0
O106030,C11144,2025-04-06 00:00:00,"""""paypal""""",Mobile App,Completed,Abovyan,6.0
O106031,,2025-10-23 00:00:00,PayPal,Marketplace,Completed,Abovyan,0.0
O106032,C12930,2025-09-13 00:00:00,CARD,Social Media,Pending,'abovyan',0.0
O106033,C13008,2025-04-20 00:00:00,"""""paypal""""",Mobile App,Completed,Armavir,6.0
O106034,C10826,2025-12-05 00:00:00,bank transfer,Social Media,Cancelled,Etchmiadzin,0.0
O106035,C12971,2025-08-28 00:00:00,PayPAl,Mobile App,Cancelled,Artashat,4.5
O106036,C11169,2025-05-18 00:00:00,  card  ,Website,Completed,Dilijan,2.5
O106037,C10983,2025-11-23 00:00:00,BANK TRANSFER,Mobile App,Completed,Yerevan,8.5
O106038,C13404,2025-09-30 00:00:00,PayPal,Website,Shipped,"""YEREVAN""",0.0
O106039,C10480,2025-11-11 00:00:00,'CaRd',Website,Completed,GYUMRI,2.5
O106040,C13334,2025-08-11 00:00:00,"""""baNK traNSfER""""",Website,Pending,Hrazdan,0.0
O106041,C12340,2025-10-17 00:00:00,PAYPAL.,Website,Pending,ETCHMIADZIN,0.0
O106042,C12015,2025-11-17 00:00:00,card,Website,Completed,Vanadzor,0.0
O106043,C11452,2025-01-31 00:00:00,Card,Website,Shipped,YEREV.,4.5
O106044,C12133,2025-09-25 00:00:00,Cash,Website,Pending,  kapan  ,0.0
O106045,C11039,2025-04-13 00:00:00,Cash,Website,Shipped,Yer,4.5
O106046,C12775,2025-07-06 00:00:00,"Card,",Mobile App,Pending,Kapan,2.5
O106047,C10627,2025-08-25 00:00:00,Card,Website,Cancelled,Artashat,0.0
O106048,C10117,2025-03-17 00:00:00,Card,Marketplace,Completed,Yerevan,0.0
O106049,C12317,2025-05-04 00:00:00,#Card,Marketplace,Pending,ARmaVIr,4.5
O106050,C13466,2025-03-19 00:00:00,"""""card""""",Mobile App,Completed,dilijan,6.0
O106051,C13026,2025-12-17 00:00:00,bank transfer,Website,Cancelled,Artashat,6.0
O106052,C12902,2025-06-03 00:00:00,Cash,Mobile App,Completed,Armavir,8.5
O106053,C10161,2025-08-11 00:00:00,PayPal,Website,Shipped,yerevan city,6.0
O106054,C12747,2025-07-30 00:00:00,card,Mobile App,Pending,Abovyan,0.0
O106055,C13175,2025-06-13 00:00:00,#Cash,Website,Completed,"Dilijan,",0.0
O106056,C11676,2025-02-02 00:00:00,card,Mobile App,Pending,Abovyan,0.0
O106057,C10166,2025-11-21 00:00:00,paYPAl,Mobile App,Completed,"""Yerevan""",6.0
O106058,C10299,2025-04-15 00:00:00,bank transfer,Mobile App,Cancelled,Kapan,0.0
O106059,C12075,2025-07-31 00:00:00,paypal,Mobile App,Completed,Kapan,0.0
O106060,C13495,2025-05-17 00:00:00,Card,Website,Shipped,#Dilijan,0.0
O106061,C10561,2025-05-27 00:00:00,Bank Transfer,Mobile App,Completed,artashat,6.0
O106062,C12930,2025-11-27 00:00:00,"CASH,",Website,Completed,armavir,4.5
O106063,C12203,2025-03-24 00:00:00,PayPal,Website,Completed,vandz.,0.0
O106064,C11347,2025-05-12 00:00:00,Cash,Website,Completed,Gym.,4.5
O106065,C13419,2025-12-18 00:00:00,cash,Website,Pending,Dilijan,0.0
O106066,C11144,2025-11-04 00:00:00,  card  ,Website,Pending,Vanadzor,0.0
O106067,C12699,2025-05-01 00:00:00,Bank Transfer,Mobile App,Completed,Armavir,0.0
O106068,C11551,2025-07-27 00:00:00,Card,Mobile App,Shipped,  Etchmiadzin  ,0.0
O106069,C12868,2025-05-03 00:00:00,cARD,Website,Completed,Vandz.,0.0
O106070,C10560,2025-02-28 00:00:00,Card,Website,Completed,Gyumri,6.0
O106071,C11187,2025-03-18 00:00:00,aPpLE pAY,Mobile App,Completed,Yerevan,8.5
O106072,C13133,2025-04-09 00:00:00,Card,Marketplace,Completed,Armavir,0.0
O106073,C13411,2025-01-15 00:00:00,PayPal,Website,Pending,vanadzor,0.0
O106074,C11689,2025-05-06 00:00:00,Apple Pay,Mobile App,Completed,VNZ.,2.5
O106075,C10311,2025-06-08 00:00:00,Apple Pay,Marketplace,Completed,HRAZDaN,0.0
O106076,C12423,2025-08-26 00:00:00,paypal,Website,Shipped,Hrazdan,0.0
O106077,C11369,2025-09-06 00:00:00,paYpaL,Website,Shipped,Artashat.,0.0
O106078,C12197,2025-10-14 00:00:00,Card,Marketplace,Shipped,Hrazdan,0.0
O106079,C11911,2025-08-12 00:00:00,Card,Website,Completed,  Kapan  ,0.0
O106080,C12632,2025-08-05 00:00:00,#bank transfer,Mobile App,Completed,"Kapan,",0.0
O106081,C10580,2025-11-28 00:00:00,Cash,Mobile App,Completed,#KAPAN,6.0
O106082,C10976,2025-01-19 00:00:00,Card,Website,Completed,  Hrazdan  ,0.0
O106083,C10176,2025-04-14 00:00:00,BANK transFEr,Website,Completed,VNZ,4.5
O106084,C12401,2025-03-23 00:00:00,Cash,Mobile App,Shipped,Kapan,0.0
O106085,C10513,2025-05-20 00:00:00,pAYpAl,Mobile App,Cancelled,Armavir,2.5
O106086,C12356,2025-03-11 00:00:00,'Bank Transfer',Website,Cancelled,  Abovyan  ,0.0
O106087,C10118,2025-01-15 00:00:00,cash,Mobile App,Cancelled,Etchmiadzin,8.5
O106088,C11542,2025-05-13 00:00:00,Card,Mobile App,Cancelled,HRAZDAN,2.5
O106089,C10766,2025-05-23 00:00:00,Card,Website,Shipped,Dilijan,0.0
O106090,C13043,2025-12-04 00:00:00,"Apple Pay,",Mobile App,Completed,"""""GYUMRI""""",0.0
O106091,C10972,2025-10-09 00:00:00,Card,Website,Cancelled,'Yerevan',2.5
O106092,C10915,2025-04-01 00:00:00,#CARD,Website,Completed,Etchmiadzin,6.0
O106093,C12525,2025-11-26 00:00:00,bank transfer,Mobile App,Completed,DIlIjan,0.0
O106094,C11437,2025-01-22 00:00:00,CARD,Website,Completed,Etchmiadzin,2.5
O106095,C10586,2025-09-06 00:00:00,"""""CARD""""",Website,Completed,Kapan,0.0
